event_id,title,description,category,timezone,geo_coordinates_longitude,geo_coordinates_latitude,geo_address_region,location,country,phq_attendance,rank,local_rank,predicted_event_spend,entities_names,city,category_encoded,city_encoded,combined_features,norm_attendance,norm_spend,norm_rank,norm_local_rank,collaborative_score
44xqtdv9hnpchhqyuf,foire internationale de bordeaux,sourced from predicthqcom  international fair of bordeaux,expos,Europe/Paris,-0.5774903,44.8941078,Nouvelle-Aquitaine,"-0.5774903,44.8941078",FR,190000.0,96,100.0,31283709.0,"Parc des Expositions de Bordeaux lac,Foire Internationale de Bordeaux",Bordeaux,0,16,foire internationale de bordeaux sourced from predicthqcom  international fair of bordeaux expos Bordeaux,0.11699132786388612,0.2795143643949787,0.599999999994,0.0,0.22065084046314803
45xgtncvdvgnfknpof,abu dhabi international book fair,sourced from predicthqcom  the abu dhabi international book fair is a global platform where members of the creative and publishing industries come together to read learn and grow it is more than just a fair  it is a hub of opportunities where likeminded visitors can meet establish partnerships discover the latest trends and build up their passions,expos,Asia/Dubai,54.43699629999992,24.4189545,Abu Dhabi,"54.43699629999992,24.4189545",AE,200000.0,96,100.0,34220778.0,"Abu Dhabi National Exhibition Centre,Abu Dhabi International Book Fair",Abu Dhabi,0,0,abu dhabi international book fair sourced from predicthqcom  the abu dhabi international book fair is a global platform where members of the creative and publishing industries come together to read learn and grow it is more than just a fair  it is a hub of opportunities where likeminded visitors can meet establish partnerships discover the latest trends and build up their passions expos Abu Dhabi,0.12930620448113728,0.3087072173732059,0.599999999994,0.0,0.23433464700351667
46wyzhekb7rv83crvu,aquitaine agricultural show,sourced from predicthqcom,expos,Europe/Paris,-0.575973,44.894598,Nouvelle-Aquitaine,"-0.575973,44.894598",FR,190000.0,96,100.0,39454049.0,Aquitaine Agricultural Show,Bordeaux,0,16,aquitaine agricultural show sourced from predicthqcom expos Bordeaux,0.11699132786388612,0.36072305727966375,0.599999999994,0.0,0.24501344832855357
5rpmnhtxiy33tbpch7,georgia renaissance festival,sourced from predicthqcom  the georgia renaissance festival is an enchanting and immersive event that transports visitors back in time to the era of knights jesters and fair maidens spanning across a vast 15acre festival grounds this lively celebration offers a unique experience filled with live entertainment artisan crafts thrilling jousting matches and delectable renaissanceinspired cuisine,festivals,America/New_York,"[[-84.6036018, 33.5649274], [-84.5976687, 33.564981], [-84.5981086, 33.568539], [-84.6042777, 33.5680921], [-84.6036018, 33.5649274]]",0,Georgia,"-84.60085935387565,33.566651089732055",US,200000.0,96,100.0,13506073.0,Georgia Renaissance Festival,Atlanta,1,4,georgia renaissance festival sourced from predicthqcom  the georgia renaissance festival is an enchanting and immersive event that transports visitors back in time to the era of knights jesters and fair maidens spanning across a vast 15acre festival grounds this lively celebration offers a unique experience filled with live entertainment artisan crafts thrilling jousting matches and delectable renaissanceinspired cuisine festivals Atlanta,0.12930620448113728,0.10281442508526557,0.599999999994,0.0,0.17256680931713458
6mrkry7a4ngedgwwt6,foire de lyon,sourced from predicthqcom  lyon international fair,expos,Europe/Paris,4.951443,45.731008,Auvergne-Rhône-Alpes,"4.951443,45.731008",FR,205000.0,96,100.0,30973628.0,Foire de Lyon,Paris,0,56,foire de lyon sourced from predicthqcom  lyon international fair expos Paris,0.13546364278976286,0.27643232953493907,0.599999999994,0.0,0.22711515597548687
7cuzleriakklssiv2u,att byron nelson championship,sourced from predicthqcom  the att byron nelson is a golf tournament in texas on the pga tour,sports,America/Chicago,-96.719728,33.140778,Texas,"-96.719728,33.140778",US,200000.0,96,100.0,15678276.0,AT&T Byron Nelson Championship,Houston,2,33,att byron nelson championship sourced from predicthqcom  the att byron nelson is a golf tournament in texas on the pga tour sports Houston,0.12930620448113728,0.12440493004713885,0.599999999994,0.0,0.17904396080569657
84ecsrpylxv6oukuek,taiwan international orchid show,sourced from predicthqcom  the annual taiwan international orchid show began in 2005 its held in the taiwan orchid biotechnology park which is located in tainan citys houbi district,expos,Asia/Taipei,120.3776358,23.3391784,Tainan City,"120.3776358,23.3391784",TW,200000.0,96,100.0,18438357.0,Taiwan International Orchid Show,Tainan,0,70,taiwan international orchid show sourced from predicthqcom  the annual taiwan international orchid show began in 2005 its held in the taiwan orchid biotechnology park which is located in tainan citys houbi district expos Tainan,0.12930620448113728,0.15183861949774363,0.599999999994,0.0,0.187274067640878
8kwgqygua9kha6d5ld,hydrogen  fuel cells europe,sourced from predicthqcom,expos,Europe/Berlin,9.806113,52.322855,Niedersachsen,"9.806113,52.322855",DE,200000.0,96,100.0,26413779.0,"Deutsche Messe AG,Hydrogen + Fuel Cells Europe",Hamburg,0,31,hydrogen  fuel cells europe sourced from predicthqcom expos Hamburg,0.12930620448113728,0.23110993450100678,0.599999999994,0.0,0.21105546214185694
8t2ywhdygohpecppyo,welcome to rockville,sourced from predicthqcom  welcome to rockville is a rock festival held in the spring that features rock and heavy metal bands the festival was held annually at metropolitan park in jacksonville florida in november 2021 welcome to rockville moved to daytona beach florida,festivals,America/New_York,"[[-81.074628, 29.189815], [-81.08055, 29.179699], [-81.078061, 29.174603], [-81.063642, 29.180223], [-81.061839, 29.188241], [-81.062526, 29.194311], [-81.074628, 29.189815]]",0,Florida,"-81.0705092036079,29.184237953871047",US,200000.0,96,100.0,15209930.0,"Daytona International Speedway,Welcome to Rockville",Miami,1,47,welcome to rockville sourced from predicthqcom  welcome to rockville is a rock festival held in the spring that features rock and heavy metal bands the festival was held annually at metropolitan park in jacksonville florida in november 2021 welcome to rockville moved to daytona beach florida festivals Miami,0.12930620448113728,0.11974982799780298,0.599999999994,0.0,0.1776474301908958
8ye3n7xdv4yfawvffw,doors open toronto,sourced from predicthqcom  doors open toronto is a free event that invites the public to explore and discover torontos sites of architectural historic and cultural significance during the last weekend of may visitors can participate in walking tours special activities and explore more than 150 properties that are either not usually open to the public or would normally charge an entrance fee,expos,America/Toronto,-79.3831843,43.653226,Ontario,"-79.3831843,43.653226",CA,200000.0,96,100.0,45635373.0,Doors Open Toronto,Toronto,0,74,doors open toronto sourced from predicthqcom  doors open toronto is a free event that invites the public to explore and discover torontos sites of architectural historic and cultural significance during the last weekend of may visitors can participate in walking tours special activities and explore more than 150 properties that are either not usually open to the public or would normally charge an entrance fee expos Toronto,0.12930620448113728,0.42216202338593756,0.599999999994,0.0,0.2683710888073362
8efqu9hnosz8qb37dn,corpus christi buc days,sourced from predicthqcom  held on the corpus christi bayfront in the spring this culturally diverse event grabs the attention of south texas it has something for everyone including a rodeo a carnival and two parades thousands of attendees line the streets each year awaiting the buc days leadership program scholars on our buc days float at the buc days night parade,festivals,America/Chicago,"[[-97.3963869, 27.7866215], [-97.3960543, 27.7837929], [-97.3940158, 27.7838783], [-97.3933935, 27.786631], [-97.3963869, 27.7866215]]",0,Texas,"-97.39496508258152,27.78531950606789",US,195900.0,96,100.0,13008724.0,Corpus Christi Buc Days,Houston,1,33,corpus christi buc days sourced from predicthqcom  held on the corpus christi bayfront in the spring this culturally diverse event grabs the attention of south texas it has something for everyone including a rodeo a carnival and two parades thousands of attendees line the streets each year awaiting the buc days leadership program scholars on our buc days float at the buc days night parade festivals Houston,0.12425710506806431,0.09787104914283169,0.599999999994,0.0,0.16906415676917524
9dov5cfqjd6sg7upuv,beijing building materials exhibition,sourced from predicthqcom,expos,Asia/Shanghai,116.549281,40.071208,Bei Jing Shi,"116.549281,40.071208",CN,200000.0,96,100.0,30715370.0,"China International Exhibition Center Shunyi,Beijing Building Materials Exhibition",Beijing,0,8,beijing building materials exhibition sourced from predicthqcom expos Beijing,0.12930620448113728,0.2738653868364696,0.599999999994,0.0,0.2238820978424958
9feaykbbkpbhvenjdm,shamrocks and shenanigans celebration,sourced from predicthqcom  the shamrocks and shenanigans celebration is a lively festival event that ignites the spirit of st patricks day with a vibrant atmosphere of music dance and revelry from traditional irish entertainment to mouthwatering food and drinks this event offers an immersive experience that celebrates the rich cultural heritage of the irish,festivals,America/New_York,"[[-81.0958923, 32.0837441], [-81.0952928, 32.0831714], [-81.094818, 32.0833339], [-81.0957206, 32.0838657], [-81.0958923, 32.0837441]]",0,Georgia,"-81.09538463296347,32.083498046586875",US,200000.0,96,100.0,17085685.0,Shamrocks Shenanigans Celebration,Atlanta,1,4,shamrocks and shenanigans celebration sourced from predicthqcom  the shamrocks and shenanigans celebration is a lively festival event that ignites the spirit of st patricks day with a vibrant atmosphere of music dance and revelry from traditional irish entertainment to mouthwatering food and drinks this event offers an immersive experience that celebrates the rich cultural heritage of the irish festivals Atlanta,0.12930620448113728,0.13839380263311957,0.599999999994,0.0,0.18324062258149076
9tq8uzdbqalk2msczu,china xiamen international buddhist items  crafts fair,sourced from predicthqcom,expos,Asia/Shanghai,118.183489,24.467182,,"118.183489,24.467182",CN,200000.0,96,100.0,19857337.0,"Xiamen international Conference & Exhibition Center,China Xiamen International Buddhist Items & Crafts Fair",Unknown,0,77,china xiamen international buddhist items  crafts fair sourced from predicthqcom expos Unknown,0.12930620448113728,0.1659425014695478,0.599999999994,0.0,0.19150523223241925
9hwc3pftcdna8ybcp9,summerville family ymca flowertown festival,sourced from predicthqcom  the summerville family ymca flowertown festival is a vibrant and lively event that celebrates the arrival of spring with various activities including arts and crafts booths live music performances delicious food vendors and stunning displays of flowers and plants whether youre looking for an outing with family or a weekend of fun with friends this festival provides an enjoyable and captivating experience for everyone,festivals,America/New_York,"[[-80.1776628, 33.0164297], [-80.1804737, 33.0128311], [-80.1789395, 33.0121023], [-80.1762251, 33.015647], [-80.1776628, 33.0164297]]",0,South Carolina,"-80.17833393147741,33.01424594942006",US,200000.0,96,100.0,13125735.0,Summerville Family YMCA Flowertown Festival,Charleston,1,21,summerville family ymca flowertown festival sourced from predicthqcom  the summerville family ymca flowertown festival is a vibrant and lively event that celebrates the arrival of spring with various activities including arts and crafts booths live music performances delicious food vendors and stunning displays of flowers and plants whether youre looking for an outing with family or a weekend of fun with friends this festival provides an enjoyable and captivating experience for everyone festivals Charleston,0.12930620448113728,0.09903407422662623,0.599999999994,0.0,0.17143270405954278
9knhbdv98pmhfrxytj,isle 2025,sourced from predicthqcom  leyard is excited to invite you to the international smart display and integrated system exhibition isle 2025 ,expos,Asia/Shanghai,113.7696755,22.6996734,Guangdong Province,"113.7696755,22.6996734",CN,200000.0,96,100.0,30134401.0,,Guangzhou,0,30,isle 2025 sourced from predicthqcom  leyard is excited to invite you to the international smart display and integrated system exhibition isle 2025  expos Guangzhou,0.12930620448113728,0.2680908740136834,0.599999999994,0.0,0.22214974399565993
9psbbalzaoczbg6w59,pier 60 sugar sand festival,sourced from predicthqcom  the biggest sand sculpting festival in florida come and watch artists creating their amazing sand sculptures enjoy free live music fireworks kids play zones sand sculpting classes and more,festivals,America/New_York,"[[-82.8300631, 27.9782753], [-82.8302885, 27.9759634], [-82.8281856, 27.9760771], [-82.8276062, 27.9780194], [-82.8300631, 27.9782753]]",0,Florida,"-82.82906149006558,27.97711755866427",US,200000.0,96,100.0,15664438.0,Pier 60 Sugar Sand Festival,Miami,1,47,pier 60 sugar sand festival sourced from predicthqcom  the biggest sand sculpting festival in florida come and watch artists creating their amazing sand sculptures enjoy free live music fireworks kids play zones sand sculpting classes and more festivals Miami,0.12930620448113728,0.12426738792623099,0.599999999994,0.0,0.1790026981694242
acnwgfvfdocvjj4xnk,masters tournament,sourced from predicthqcom  the masters tournament usually referred to as simply the masters or as the us masters outside north america is one of the four mens major golf championships in professional golf the masters is the first major golf tournament of the year unlike the other major tournaments the masters is always held at the same location augusta national golf club a private course in the city of augusta georgia,sports,America/New_York,-82.0226276,33.5021365,Georgia,"-82.0226276,33.5021365",US,200000.0,96,100.0,98252206.0,"Augusta National Golf Club,Masters Tournament",Atlanta,2,4,masters tournament sourced from predicthqcom  the masters tournament usually referred to as simply the masters or as the us masters outside north america is one of the four mens major golf championships in professional golf the masters is the first major golf tournament of the year unlike the other major tournaments the masters is always held at the same location augusta national golf club a private course in the city of augusta georgia sports Atlanta,0.12930620448113728,0.9451444490453058,0.599999999994,0.0,0.4252658165051466
awuswtqrwazilkwtsc,agrishow experience,sourced from predicthqcom,expos,America/Sao_Paulo,-47.857179,-21.206766,São Paulo,"-47.857179,-21.206766",BR,195000.0,96,100.0,22313816.0,AGRISHOW - International Fair of Agricultural Technology in Action,São Paulo,0,69,agrishow experience sourced from predicthqcom expos São Paulo,0.1231487661725117,0.1903585537621915,0.599999999994,0.0,0.19636707259676212
azcxplga8szakvhsjr,emilia romagna grand prix,sourced from predicthqcom  the emilia romagna grand prix is a formula one motor racing event held at the autodromo internazionale enzo e dino ferrari the race is often referred to as imola after the town where it is located it is not to be confused with the san marino grand prix which is also held in the same venue and sometimes referred to as the imola grand prix,sports,Europe/Rome,11.7143509,44.3440738,Emilia-Romagna,"11.7143509,44.3440738",IT,200000.0,96,100.0,76731401.0,"Autodromo Enzo e Dino Ferrari,Imola Grand Prix",Bologna,2,15,emilia romagna grand prix sourced from predicthqcom  the emilia romagna grand prix is a formula one motor racing event held at the autodromo internazionale enzo e dino ferrari the race is often referred to as imola after the town where it is located it is not to be confused with the san marino grand prix which is also held in the same venue and sometimes referred to as the imola grand prix sports Bologna,0.12930620448113728,0.7312394654245269,0.599999999994,0.0,0.36109432141891296
fafhdine2yc9uhcenp,south texas state fair,sourced from predicthqcom,festivals,America/Chicago,"[[-94.1815656, 30.013568], [-94.1862863, 30.008867], [-94.1815871, 30.0050392], [-94.1762012, 30.0103349], [-94.1815656, 30.013568]]",0,Texas,"-94.18135482592496,30.009418823002722",US,175000.0,95,100.0,13203963.0,South Texas State Fair,Houston,1,33,south texas state fair sourced from predicthqcom festivals Houston,0.09851901293800935,0.09981161758797756,0.499999999995,0.0,0.144351090450847
gf83ammazzps48hgxq,chengdu china building and decoration materials exposition,sourced from predicthqcom  ccbd china chengdu building expo has been committed to providing professional trade cooperation channels for national building materials and home furnishing manufacturers distribution agents real estate developers and constructiondecoration units and creating a preferred platform for the home furnishing and decoration industry with distribution agents and public decoration centralized procurement as the core,expos,Asia/Shanghai,104.0773217,30.4245101,Si Chuan Sheng,"104.0773217,30.4245101",CN,180000.0,95,100.0,15142417.0,Tianfu International Convention Center,Chengdu,0,23,chengdu china building and decoration materials exposition sourced from predicthqcom  ccbd china chengdu building expo has been committed to providing professional trade cooperation channels for national building materials and home furnishing manufacturers distribution agents real estate developers and constructiondecoration units and creating a preferred platform for the home furnishing and decoration industry with distribution agents and public decoration centralized procurement as the core expos Chengdu,0.10467645124663494,0.11907878585234469,0.499999999995,0.0,0.1525942162536074
gkxi5d2s4obdhp9x95,spanish motorcycle grand prix,sourced from predicthqcom  the spanish motorcycle grand prix is a motorcycling event that is part of the fim grand prix motorcycle racing season that takes place at circuito de jerezángel nieto outside jerez de la frontera in andalucia,sports,Europe/Madrid,-6.0338783,36.7092986,Cádiz,"-6.0338783,36.7092986",ES,180000.0,95,100.0,52658826.0,"Circuito de Jerez,Spanish Motorcycle Grand Prix",Madrid,2,45,spanish motorcycle grand prix sourced from predicthqcom  the spanish motorcycle grand prix is a motorcycling event that is part of the fim grand prix motorcycle racing season that takes place at circuito de jerezángel nieto outside jerez de la frontera in andalucia sports Madrid,0.10467645124663494,0.49197128929984324,0.499999999995,0.0,0.2644619672878569
fwjxwhclzrvug2tkxu,euroflora,sourced from predicthqcom,expos,Europe/Rome,8.934643,44.407701,Liguria,"8.934643,44.407701",IT,170000.0,95,100.0,26415640.0,Euroflora,Genoa,0,29,euroflora sourced from predicthqcom expos Genoa,0.09236157462938377,0.23112843181904474,0.499999999995,0.0,0.1812831593967169
tru8nzwfinslamfjhq,motogp gran premio de la republica argentina,sourced from predicthqcom  enjoy a weekend of worldclass motorcycle racing and exclusive access at the argentina motogp,sports,America/Argentina/Cordoba,-64.9177472,-27.5124043,Santiago del Estero Province,"-64.9177472,-27.5124043",AR,186000.0,95,100.0,8333132.0,"Autódromo Termas de Río Hondo,Argentine motorcycle Grand Prix",Buenos Aires,2,18,motogp gran premio de la republica argentina sourced from predicthqcom  enjoy a weekend of worldclass motorcycle racing and exclusive access at the argentina motogp sports Buenos Aires,0.11206537721698565,0.05139823224878684,0.499999999995,0.0,0.13524562056068032
33sbrujxldaptncbvm,miami music week,sourced from predicthqcom  miami music week is one of the worlds most recognized electronic music events every year hundreds of thousands of people from across the globe descend on miami during the last week of march as the city transforms itself into a dance music paradise the grand finale of mmw is known as the worlds premier electronic music festival ultra music festival,festivals,America/New_York,"[[-80.1877892, 25.777176], [-80.1869202, 25.772867], [-80.1849621, 25.7729056], [-80.1844954, 25.7764272], [-80.1877892, 25.777176]]",0,Florida,"-80.18608420142075,25.775010628764644",US,165000.0,94,100.0,14334398.0,Miami Music Week,Miami,1,47,miami music week sourced from predicthqcom  miami music week is one of the worlds most recognized electronic music events every year hundreds of thousands of people from across the globe descend on miami during the last week of march as the city transforms itself into a dance music paradise the grand finale of mmw is known as the worlds premier electronic music festival ultra music festival festivals Miami,0.08620413632075818,0.11104752071331861,0.399999999996,0.0,0.12779591074169885
3k4fr2jmmercqynjyj,ish frankfurt,sourced from predicthqcom  ish is the world leading trade fair for hvac  water building energy  bathroom design sustainable heating and airconditioning technology as well as intelligent home systems,expos,Europe/Berlin,8.643107,50.112336,Hessen,"8.643107,50.112336",DE,150000.0,94,100.0,21254662.0,"Messe Frankfurt,ISH Frankfurt",Frankfurt,0,28,ish frankfurt sourced from predicthqcom  ish is the world leading trade fair for hvac  water building energy  bathroom design sustainable heating and airconditioning technology as well as intelligent home systems expos Frankfurt,0.06773182139488143,0.17983114463312394,0.399999999996,0.0,0.14104207194728977
4eqkcrm8vawib9rcic,bassmaster classic outdoors expo,sourced from predicthqcom  the outdoors expo has grown into the largest consumer fishing show in the country with 200 exhibitors from around the world onsite selling a variety of merchandise for fishing hunting camping and more  an outdoor enthusiasts dream exhibition space fills quickly for this indemand show,expos,America/Chicago,-97.3276906,32.7496989,Texas,"-97.3276906,32.7496989",US,163914.0,94,100.0,35542285.0,Bassmaster Classic Outdoors Expo,Houston,0,33,bassmaster classic outdoors expo sourced from predicthqcom  the outdoors expo has grown into the largest consumer fishing show in the country with 200 exhibitors from around the world onsite selling a variety of merchandise for fishing hunting camping and more  an outdoor enthusiasts dream exhibition space fills quickly for this indemand show expos Houston,0.08486674072012472,0.32184227125198717,0.399999999996,0.0,0.19049937766304606
4dsfteikg5hktefcpd,foshan tanzhou ceramics exhibition,sourced from predicthqcom,expos,Asia/Shanghai,113.167446,22.951027,,"113.167446,22.951027",CN,150000.0,94,100.0,9364106.0,"Tanzhou Int'l. Exhib. Ctr. N. Exhib,Foshan Tanzhou Ceramics Exhibition",Unknown,0,77,foshan tanzhou ceramics exhibition sourced from predicthqcom expos Unknown,0.06773182139488143,0.06164554765280862,0.399999999996,0.0,0.10558639285319515
57slcixvrt58ypddxs,brighton marathon weekend,sourced from predicthqcom  whether youre taking part in the brighton marathon bm10k or mini mile this is an exciting weekend for you and your friends and family enjoy an atmosphere like no other in this bustling vibrant and colorful city which welcomes thousands of spectators and the local community each year this is an event for everyone with something for all ages and abilities,sports,Europe/London,"[[-0.2057698659515734, 50.832409075578035], [-0.2067635571648559, 50.829840873639476], [-0.20893746670372812, 50.83016720001618], [-0.2076066532686213, 50.83352406665366], [-0.20596444010100362, 50.83324809563905], [-0.1974548120692414, 50.83198302794235], [-0.19454699659840344, 50.83155977235711], [-0.19398805393244803, 50.831477296270805], [-0.1939879558093318, 50.83147760269036], [-0.16795194731479243, 50.827771119775456], [-0.1685659869722145, 50.82476981374259], [-0.16014606320292685, 50.8236671169426], [-0.15871914061562958, 50.826818167295144], [-0.15860068515029246, 50.82344387875398], [-0.1372561261968177, 50.8198254952857], [-0.136888101715281, 50.819928566656166], [-0.1385987691629055, 50.82007906962848], [-0.1370941301824885, 50.823087313473174], [-0.13999646604904048, 50.82394903324867], [-0.13587861828944456, 50.82675964574758], [-0.13647443640359497, 50.830529860370206], [-0.1509364824985439, 50.840572228695606], [-0.15163009223404095, 50.84189087410847], [-0.15190922670929713, 50.8436953208209], [-0.15183413303596963, 50.843774831769124], [-0.15188580115539546, 50.84423680554281], [-0.15181834607091166, 50.84507244315657], [-0.15183801062241292, 50.845307900286386], [-0.1518889886311845, 50.845625763164605], [-0.15196548828726392, 50.84595043493332], [-0.15207361947728198, 50.84623878477338], [-0.1531142482879687, 50.848432625043856], [-0.15329445376763326, 50.84937258572482], [-0.1532929468798781, 50.849412028511814], [-0.15328502592888293, 50.85055088524377], [-0.1551039691413383, 50.8526853299759], [-0.15537083960527354, 50.85315437503372], [-0.15549102057358402, 50.8534897637825], [-0.15559021047677515, 50.853621297261405], [-0.15556273380981014, 50.85368989374406], [-0.15556273380981084, 50.85368989374406], [-0.15464031956564342, 50.85599273392407], [-0.15389768043435656, 50.85569526607593], [-0.1546797895232239, 50.85374270273859], [-0.15257181402986245, 50.85094736429004], [-0.15250200269346303, 50.85086544395399], [-0.1525003984431818, 50.85085266170175], [-0.1524830675153519, 50.85082967955179], [-0.15248382606302238, 50.85072061725339], [-0.15245204397745718, 50.85046738579744], [-0.15249154623236674, 50.84943341427518], [-0.1523477517120313, 50.84868337495614], [-0.15133638052271803, 50.846551215226626], [-0.15119915942140913, 50.8461852922898], [-0.15119915942140516, 50.84618529228979], [-0.15119851171273255, 50.84618356506666], [-0.1511930830412308, 50.84616052527186], [-0.1511106317258428, 50.845824457885094], [-0.15110366919621657, 50.84578104446507], [-0.15105885706451266, 50.845590857543904], [-0.15104330742452599, 50.84540467106512], [-0.1510183341710514, 50.84524895548463], [-0.1510166150386914, 50.84508506486631], [-0.15101565392908833, 50.84507355684343], [-0.15101639767883965, 50.84506434322711], [-0.15101499837878798, 50.84493094328885], [-0.15101566624167245, 50.84406672871634], [-0.14539851783551963, 50.84449558578596], [-0.14208318233660472, 50.83578920630857], [-0.14377881763525993, 50.83657594390798], [-0.13573756359640504, 50.8309921396298], [-0.135070539611835, 50.826771348887554], [-0.13496126060507957, 50.826973509547585], [-0.13491413250174591, 50.82758283510407], [-0.13482408166258958, 50.82874711445757], [-0.13472233835903125, 50.828802670859446], [-0.13469804683431028, 50.82884004243594], [-0.13465956175459778, 50.829001383731665], [-0.13443435227254621, 50.8292071506685], [-0.13464546099880456, 50.83203797649004], [-0.13067396837521186, 50.831974233817355], [-0.12652342191080979, 50.83524901497776], [-0.12450899122056955, 50.83346811963307], [-0.13405991833741043, 50.828252885542426], [-0.13413141903463568, 50.82732844345704], [-0.13417673939492042, 50.82674249045242], [-0.13420218349174434, 50.826695420154465], [-0.1360526190781709, 50.821444900602664], [-0.1296073324197929, 50.820564500597605], [-0.12998911888258316, 50.81939242728764], [-0.1239799073324474, 50.81827570762555], [-0.11570483386195883, 50.81660648250174], [-0.10814779761396179, 50.814958453118365], [-0.10721800968243979, 50.81492501419176], [-0.10645581453643974, 50.815032918266475], [-0.10621881854169056, 50.81504203349704], [-0.1054734632555902, 50.815136204729434], [-0.10474369610900507, 50.81515929227327], [-0.10464200372381988, 50.81517071545741], [-0.1046265684585943, 50.8151629978248], [-0.10462656845859071, 50.8151629978248], [-0.104566917682287, 50.815133172436646], [-0.1044011702357046, 50.81515430358522], [-0.10402939918962802, 50.815135238403364], [-0.10400747285687978, 50.81513574831808], [-0.1039766007305716, 50.81513075304833], [-0.0959051243603455, 50.81405415523144], [-0.0716067732304227, 50.807629426609374], [-0.0714770009975715, 50.81105039011537], [-0.07582473243610625, 50.815732821098344], [-0.07532129063280359, 50.81622354745034], [-0.07130447332582177, 50.81229784505007], [-0.07075415194002528, 50.811447623753104], [-0.07068816889792322, 50.811376563458246], [-0.07068398426725801, 50.81133921791738], [-0.07066649412767177, 50.81131219645402], [-0.07067015193553025, 50.811215771919116], [-0.07019920327388625, 50.80701281259085], [-0.060880779747960266, 50.80398708074642], [-0.06107157893699567, 50.80333369020838], [-0.10230043661680727, 50.814049136318836], [-0.10406252714312023, 50.81433425168192], [-0.10460697639514567, 50.81432159007141], [-0.10470708231770978, 50.81430882756335], [-0.10472702373655086, 50.81431879827277], [-0.10472702373655314, 50.81431879827277], [-0.10478799627618177, 50.81434928454259], [-0.10744546710459961, 50.81405076879275], [-0.10873631135654734, 50.81417933060893], [-0.13772882559724053, 50.8190942147469], [-0.1385645874195351, 50.81902560697643], [-0.13860348230053798, 50.81924248875727], [-0.15937731484970752, 50.822764121246024], [-0.15939885938437043, 50.82337783270485], [-0.15966193679707313, 50.82279688305739], [-0.16559999145458815, 50.82357454732709], [-0.1656516412349853, 50.82297228451569], [-0.21095642506496834, 50.82685811133322], [-0.2109422974689358, 50.827416973269195], [-0.20745319557186997, 50.82753965851433], [-0.20464828495920406, 50.827275470504944], [-0.20446677654998263, 50.827329058701956], [-0.20400546256103944, 50.827641218052435], [-0.20349426470724852, 50.82770424244537], [-0.20140694459846048, 50.82742864390287], [-0.2006940566802987, 50.82874858483818], [-0.16971004978313564, 50.82490812810614], [-0.16913751423577558, 50.82711479091899], [-0.17685644576154996, 50.82808332245708], [-0.1800106568673986, 50.828635884986575], [-0.18861609713267485, 50.829858373710614], [-0.18940259274033402, 50.83001027629303], [-0.1916528174413786, 50.83032405264577], [-0.19343320819516702, 50.830586762348226], [-0.19350259111457177, 50.83037009288061], [-0.19428827753660632, 50.828227527192766], [-0.19897437380941435, 50.82923988828496], [-0.1987783239272725, 50.82971775987269], [-0.19816803422613788, 50.83127841265559], [-0.20169761601063485, 50.83179217125507], [-0.20249914704915842, 50.83190939507663], [-0.2057698659515734, 50.832409075578035]]","[[-0.20657706993537508, 50.832539829559224], [-0.20710134673137873, 50.83262793334634], [-0.2078225332962719, 50.83080879998383], [-0.20727844283514413, 50.83072712636052], [-0.20657706993537508, 50.832539829559224]]",England,"-0.1429104894232911,50.82383104258137",GB,150000.0,94,100.0,14030846.0,"Preston Park,Brighton Marathon Weekend",London,2,40,brighton marathon weekend sourced from predicthqcom  whether youre taking part in the brighton marathon bm10k or mini mile this is an exciting weekend for you and your friends and family enjoy an atmosphere like no other in this bustling vibrant and colorful city which welcomes thousands of spectators and the local community each year this is an event for everyone with something for all ages and abilities sports London,0.06773182139488143,0.10803038052790014,0.399999999996,0.0,0.11950184271572262
5v48ikwwr5kqd5dsaq,nhne 2025  china international natural health  nutrition expo,sourced from predicthqcom,expos,Asia/Shanghai,113.357894,23.104038,Guang Dong Sheng,"113.357894,23.104038",CN,150000.0,94,100.0,17646235.0,Canton Fair Complex,Guangzhou,0,30,nhne 2025  china international natural health  nutrition expo sourced from predicthqcom expos Guangzhou,0.06773182139488143,0.14396536180893235,0.399999999996,0.0,0.13028233710003229
5jm4yhvtbhukha3u96,motogp 2025  british grand prix  practice 3,sourced from predicthqcom,sports,Europe/London,-1.0222627,52.0692192,England,"-1.0222627,52.0692192",GB,150000.0,94,100.0,13687992.0,"Aleix Espargaro,Ai Ogura,Francesco Bagnaia,Pedro Acosta,Marc Marquez,Fabio Quartararo,Luca Marini,Brad Binder,Marco Bezzecchi,Jack Miller,Maverick Vinales,Enea Bastianini,Miguel Oliveira,Somkiat Chantra,Fermin Aldeguer,Franco Morbidelli,Lorenzo Savadori,Joan Mir,Johann Zarco,Alex Marquez,Alex Rins,Fabio Di Giannantonio,Raul Fernandez,Silverstone Circuit",London,2,40,motogp 2025  british grand prix  practice 3 sourced from predicthqcom sports London,0.06773182139488143,0.10462260004504559,0.399999999996,0.0,0.11847950857086625
